収録カードナンバー,レアリティ,日本語名,フリガナ,ルビ,種類,所属軍,属性1,属性2,属性3,属性4,Lv,ATK,HP,STK,左上アイコン,左下アイコン,テキスト,CNT,フレーバーテキスト,投入最大数
2020GB01-078,★,竜型決戦兵器“火雷”,,,ユニット,東妖軍,ドラゴン,ミリタリー,,,3,5,4,2,,,■「自動攻撃システム業炎」 これが攻撃した時、敵ユニット１体以上を選び、３ダメージを割り振る。,,ウォルナー製魔力エンジンの実用試験はこの機体で完成した。いよいよ次は……大和だ。,4
2020GB01-079,★,女天狗 瑞風,,,ユニット,東妖軍,怪異,風,,,1,3,1,2,,,■「隼風」 君の怪異は【警戒】を得る。,,「オブザーバーとして意見は求められましたが、本来は民俗学者の出る幕ではなかったでしょう。まさか『妖怪とは情報生命体ではないか』との仮説が認められるとは。」 民俗学者・作家 遠野幸慈（ゆきじ）,4
2020GB01-080,★,100軾戦車,,,ユニット,東妖軍,ミリタリー,,,,1,4,4,2,,,,,運用実積のある100軾は、ウォルナーの魔法技術を導入するテストベッドとして選ばれた。今後様々な実験機が作られるだろう。,4
2020GB01-081,★,第一次次元防衛戦,,,イベント,東妖軍,歴史,,,,1,,,,,,使用タイミング：セットして、味方ユニットが攻撃されている時に使える。 ■味方ユニット１体を選び、この戦闘終了時までATK＋2し【迎撃】を与える。（【迎撃】を持つユニットが攻撃された時、戦闘ダメージ計算前に迎撃を持つユニットのATK分のダメージを攻撃してきたユニットに与える。）,,デスティニー・ソードの落着と共に侵略次元が出現した。同時に現れた異世界の援軍と共に、人類は侵略次元の第一陣を撃退。それから数年……,4
2020GB01-082,★,四方祓い,,,イベント,東妖軍,魔法,,,,1,,,,CNT,,使用タイミング：通常（君のターンのメインフェイズに、手札からか、セットしてプレイする。あるいは、ドライブした時にプレイする。） ■フィールドカードかセットカード１枚を選び、破壊する。,これをプレイする。,鬼垣家。鬼界を隔離し、裏京都を呪術的に代々守護してきた家系。鬼ノ宮家とは表裏１体の関係である。,4
2020GB01-083,★,方違え,,,イベント,東妖軍,魔法,,,,1,,,,,,使用タイミング：セットして、君か味方ユニットにダメージが与えられる時に使える。 ■次のダメージを０にする。,,世界の境界線が壊されたあの日。古の呪いは無力なオカルトではなく、銃弾をも弾く物理的な力を得た。,4
2020GB01-084,★,百目の召霊,,,ユニット,東妖軍,怪異,,,,0,2,1,1,OD,,【OD】「百鬼夜行Lv０」 君のデッキの上から１枚見て、それがレベル０の怪異のユニットならドライブしてよい。ドライブしないならデッキの下に置く。 ,,「俺たちも日本国民だ！軍に入って闘うぜ」と訴える妖怪たちに報いるべく、未門内閣は「特殊国民法」を設立させた。,4
2020GB01-085,★,ゆきんこ 牡丹,,,ユニット,東妖軍,怪異,,,,0,2,3,2,,,,,各地方自治体の妖怪課は、いわゆる「妖怪不祥事案件」の対応に大忙し。気の毒に思った妖怪たちは自重した。具体的にはコンビニの冷凍庫に入って動画を撮ったりしなくなった。,4
2020GB01-086,★,黒河童の玄九郎,,,ユニット,東妖軍,怪異,闇,,,0,3,3,1,OD,,【OD】相手と決着が付くまでジャンケンする。負けた方は１ダメージを受ける。君が負けたなら、これを破壊してもよい。そうしたらこの効果をやり直す。,,魚食おうか、人とって食おか。,4
2020GB01-087,★,三毛猫・ケットシー,,,ユニット,東妖軍,怪異,ビースト,魔術師,,0,2,1,1,,,【ファミリア】（通常：これに、ターン終了時まで任意の属性を１つ追加する。） ■通常：これのレベルを、ターン終了時まで１か２にする。,,ケットシーは世界中にいる。貴方の飼い猫も実はそうなのかも知れない。,4
2020GB01-088,★,陽炎童子,,,ユニット,東妖軍,鬼The島,怪異,,,0,4,2,1,,,,,地獄の釜が開けばよ、俺たち「鬼The島」の本番だぜ。,4
2020GB01-089,★,機械化歩兵大隊“白夜”,,,ユニット,東妖軍,ミリタリー,,,,0,2,1,1,,,【警戒】（君のアタックフェイズ終了時に、これを攻撃ゾーンから守備ゾーンに移動させてもよい。）,,"アジアを中心とした、侵略次元に対する軍事同盟。
東洋「妖怪」「魔物」「人類」連合軍、略して「東妖魔人連合軍」である。",4
2020GB01-090,★,補給部隊“破間”,,,ユニット,東妖軍,戦士,ミリタリー,ロボ,,0,2,2,1,OD,,【OD】君のデッキの上から１枚見て、それがセットできるカードであればセットしてもよい。セットしないならデッキの下に置く。,,輸送部隊の隊員の多くは、民間の運送業者でもある。彼らは、常時は人々の生活を守るため、戦時は人々の命を守るために、走る。,4
2020GB01-091,★,剛力招来,,,イベント,東妖軍,戦技,魔法,,,0,,,,,,使用タイミング：即時（セットして、いつでも使える。） ■味方ユニット１体を選び、ターン終了時までATK＋２ 、HP＋２する。,,強き力よ、我に宿りたまえ。人を超えし力よ、我が身を依代として顕現せよ。,4
2020GB01-092,★,大祓,,,イベント,東妖軍,魔法,,,,0,,,,CNT,,使用タイミング：即時（セットして、いつでも使える。） ■全ての味方ユニットを、ターン終了時までHP＋２する。,味方ユニット１体を選び、守備ゾーンに置いてもよい。,「思うに、魔術も陰陽も、信じる事で発現するのでしょう。術として正しいからではない。きっと世界の物理法則が……人の想いに応えるよう変化したのです。コウガさんのゲートルーラー能力然り、ね。」,4
2020GB01-093,★★★★Ⓛ,侵略大帝,,,ユニット,マジカルユニバース,エブリデイクライム,ヒーロー,,,3,2,1,1,CNT OD,LEGEND,【OD】「カリスマ波」 レベル２以下の敵ユニット１体を選び、コントロールを得る。,これの【OD】能力を使う。,宇宙の大帝を自称する謎の怪人を、エブリデイクライムは食客として受け入れた。頭部デザインにシンパシーを感じて。,4
2020GB01-094,★★★★,スペース円卓の騎士 宇宙アーサー,,,ユニット,マジカルユニバース,宇宙遺産,ヒーロー,ロボ,,3,6,4,0,CNT,,■これは通常召喚することも、セットすることもできる。 ■「ファイナルガーディアン【ゲーム１】」 君のライフが０になった時、これをセットゾーンから通常召喚出来る。そうしたらライフを１回復して、ターンを終了させる。 【２回攻撃】,君のライフが２以下なら、これをセット出来る。,宇宙の民がピンチに陥った時、どこからともなく現れて人々を救う。彼は人なのか神なのか、はたまたUMA的なサムシングなのか。,4
2020GB01-095,★★★★,イドのタイガー,,,ユニット,マジカルユニバース,ビースト,,,,3,7,5,2,CNT,,■「虎よ、虎よ！」 場に君の他のビーストがあれば、これが相手に与えたダメージでは【CNT】出来ない。,これを墓地に置く。,お前の恐怖に、宇宙が応える。虎を呼ぶのはお前なのだ。,4
2020GB01-096,★★★★,大首領 宇宙魔神ダイアクトー,,,ユニット,マジカルユニバース,エブリデイクライム,,,,3,3,5,2,OD,,【OD】君のデッキの上から２枚をこれのソウルに入れる。 ■場の君の他のエブリデイクライムが墓地に置かれる時、代わりにこれのソウルに入れる。 ■「デバスビーム」 即時［これのソウルを１枚デッキの下に置く］敵ユニット１体を選び、２ダメージを与える。 ■これは【ソウルガード】を得る事が出来ない。,,未来に悩む若者よ。まずは形から入りたまえ。,4
2020GB01-097,★★★★,ZAPZAPZAP！,,,イベント,マジカルユニバース,火力,魔法,,,3,,,,CNT,,使用タイミング：即時（セットして、いつでも使える。） ■敵ユニット１体以上を選び、６ダメージを割り振る。,これをプレイする。,宇宙冒険家、押し掛け記者、迷子の地球人、そして犯罪組織の勧誘員。滅茶苦茶なメンバーの中にも、いつしか仲間意識が芽生えていた。,4
2020GB01-098,★★★,シュレディンガーの猫,,,イベント,マジカルユニバース,アクシデンツ,,,,3,,,,CNT,,使用タイミング：通常 ■君のダメージゾーンのカード１枚を選び、コストや召喚権を支払わず、それをプレイする。（手札やドライブゾーンからのプレイではないので、ユニットの【OD】や【TD】は発動しない。）,君の、墓地のカード１枚とダメージゾーンのカード１枚を選び、それらを入れ替える。,観察者が存在しない時、あらゆるものの真の実在は、証明出来ない。,4
2020GB01-099,★★★,ホラー軍団団長 ガチホラー,,,ユニット,マジカルユニバース,エブリデイクライム,,,,2,4,5,1,OD TD,,【OD】【TD】以下のどちらかを行う。 ◯相手の手札を１枚ランダムに捨てさせる。 ◯相手のセットカード１枚を選び、破壊する。,,彼はテレパシーで他者の思考が読めるので、情に厚く公平な人事部長として誰からも信頼されている。,4
2020GB01-100,★★★,宇宙ジャーナリスト クリステル,,,ユニット,マジカルユニバース,フューチャーメン,,,,1,2,2,1,OD TD,,【TD】【OD】君のデッキの上から２枚見て、セット出来るカードがあれば、１枚セットしてもよい。残りをデッキの下に置く。,,謎のヒーロー宇宙アーサーの目撃例が、ヴェルオクト号に集中していると気づいた彼女は、なかば押し掛ける形で船に乗り込んで来た。,4
2020GB01-101,★★★,太陽系バックパッカー,,,ユニット,マジカルユニバース,フューチャーメン,,,,1,4,4,1,,,■通常：［場の君のカードを１枚墓地に置く］これをダメージゾーンから通常召喚する。君は１ダメージ受ける。,,マジカルユニバースの「距離」はイメージで決定するの。火星に２日で着くなら水星で３日、１週間で太陽系が１周出来るわ。,4
2020GB01-102,★★,突発性ブラックホール,,,イベント,マジカルユニバース,アクシデンツ,,,,3,,,,,,使用タイミング：【オープンカード】（これが手札に入った時、またはドライブした時、必ず公開してプレイする。コストは、可能な限り支払う。） ■敵ユニットを全て破壊する！,,"「人生で何度もブラックホールに吸われる奴って、いるかなぁ。」
「もう慣れましたね。」",4
2020GB01-103,★★,宇宙船ヴェルオクト号,,,ユニット,マジカルユニバース,宇宙遺産,フューチャーメン,,,2,4,5,3,,,,,“聖杯”を探し当てたと言う宇宙冒険家エドが設計し、建造した宇宙最速の戦闘艇。動力は不明。その機体に、聖杯の秘密を隠していると言う。,4
2020GB01-104,★★,ホラー軍団 エックス街の物体エルム,,,ユニット,マジカルユニバース,エブリデイクライム,,,,2,3,5,2,,,【反撃】（これが敵ユニットに攻撃されて破壊されなかった時、攻撃ユニットにATK分のダメージを与える。）,,エブリデイクライムは法を破り、全てを暴力で解決する。麻薬組織に牛耳られた惑星に、依存性の低い麻薬を広め麻薬組織を壊滅させたり、独裁者の惑星を侵略して民衆を解放、市場を開拓したり……まさにやりたい放題である。,4
2020GB01-105,★★,宇宙犯罪組織エブリデイクライム,,,イベント,マジカルユニバース,エブリデイクライム,,,,2,,,,CNT,,使用タイミング：通常 ■君のデッキの上から４枚見て、その中からエブリデイクライムのカード１枚を選び、ドライブする。ドライブしなかったカードをデッキに下に置く。,「再生怪人」 君の墓地からレベル１以下のエブリデイクライムのユニット１体を選び、特殊召喚する。,若者よ。野望を持て。とりあえず地球儀を掴んでみろ。,4
2020GB01-106,★★,宇宙スフィンクス,,,ユニット,マジカルユニバース,怪異,ビースト,ピポバース,,1,3,4,1,,,【反撃】（これが敵ユニットに攻撃されて破壊されなかった時、攻撃ユニットにATK分のダメージを与える。）,,強靭な前足で相手を捕らえ、身動きを取れなくさせたら、お待ちかねのクイズショウ。100問正解まで脱出不能。,4
2020GB01-107,★★,マジック・ブラスター,,,イベント,マジカルユニバース,火力,魔法,,,1,,,,CNT,,使用タイミング：即時（セットして、いつでも使える。） ■敵ユニット１体を選び、３ダメージを与える。,これをプレイする。,エド「地球人のポジティブ・エナジーは桁外れだ。君ならこの伝説の銃を使いこなせるだろう。」,4
2020GB01-108,★,フォトン・トーピード,,,イベント,マジカルユニバース,ミリタリー,,,,2,,,,CNT,,使用タイミング：即時（セットして、いつでも使える。） ■以下のどちらかを行う。 ◯相手に１ダメージを与える。 ◯相手のセットカード１枚を選び、破壊する。,これをプレイする。,法は確かに、惑星の上では機能している。だが広大すぎる宇宙では、自分の身は自分で守るしかないんだ。,4
2020GB01-109,★,ダブルエックスカリバー！,,,イベント,マジカルユニバース,ピポバース,,,,2,,,,CNT,,使用タイミング：即時（セットして、いつでも使える。） ■敵ユニット１体を選び、４ダメージを与える。場に君の“宇宙アーサー”があれば、代わりにその敵ユニットを破壊する。,これをプレイする。,"クリステル「エックスカリバー！宇宙でたった１つの神秘の鉱石、カリバーナイトで出来た伝説の剣よ！」
アドリアーノ「いや、２本あるじゃん?!」",4
2020GB01-110,★,ホラー軍団 サメリアン,,,ユニット,マジカルユニバース,エブリデイクライム,サメ,ビースト,,1,3,2,2,,,■相手の手札が１枚以下なら、これはATK＋２、 HP＋２される。,,ホラー軍団は味方にも恐れられる恐怖の軍団だ。だがその構成員は皆優れた人格者である。こんななりして。,4
2020GB01-111,★,マジック・イノベイター,,,ユニット,マジカルユニバース,フューチャーメン,魔術師,,,1,3,2,2,OD,,【OD】君の墓地から【CNT】を持つカード２枚までを選び、デッキに戻す。そうしたらシャッフルする。（【OD】とは、ドライブしたユニットが場に出る前にドライブゾーンで使える能力）,,マジカルユニバースの魔法は「概念魔法」。思い込めば真実になる。,4
2020GB01-112,★,万能ロボ ポジム,,,ユニット,マジカルユニバース,フューチャーメン,ロボ,,,1,2,5,2,,,,,"リクルーター「なんと！P-ZM型じゃないですか！ 言語中枢に欠陥のあったロボニカ社唯一の失敗作！　回収されずに実働しているなんて信じられない！」
ポジム「この緑色野郎、エアロックから叩き出すでございますよ」",4
2020GB01-113,★,ホラー軍団 ハンニバル・レイザー,,,ユニット,マジカルユニバース,エブリデイクライム,怪異,,,1,3,3,1,OD TD,,【OD】【TD】相手は手札を１枚捨てる。,,彼は自分のように、他人にも笑顔を浮かばせたいと願っている。彼の笑顔が恐いのは彼のせいではない。,4
2020GB01-114,★,マスターフューチャー エド,,,ユニット,マジカルユニバース,フューチャーメン,,,,0,1,1,1,CNT OD,,【OD】「原子破壊銃」 敵ユニット１体を選び、２ダメージを与える。,これの【OD】能力を使う。,宇宙工学の権威であり、銀河に散らばる宇宙遺産の謎を追う冒険考古学者。同じく宇宙遺産を求める犯罪組織、エブリデイクライムとは宿敵同志である。,4
2020GB01-115,★,宇宙リザードマン,,,ユニット,マジカルユニバース,戦士,ビースト,ピポバース,,0,3,2,1,OD,,【OD】これを、ターン終了時までATK＋２する。（【OD】とは、ドライブしたユニットが場に出る前にドライブゾーンで使える能力）,,"「お前、エブリデイクライムの構成員か?!」
笑顔を浮かべ話しかけてきた宇宙リザードマンにリクルーターは駆け寄った。彼はリザードマンの笑顔が怒りを表す事を知らなかったのだ。",4
2020GB01-116,★,海王星雪女,,,ユニット,マジカルユニバース,怪異,ピポバース,,,0,4,3,1,,,,,"アドリアーノ「手が冷たい女性は心が温かいのさ。」
雪女「まあ。地球の方はお上手ね。」
リクルーター「こりゃいけません。アドリアーノさんが凍りついてる。」
ポジム「動力炉に突っ込めば治りやがるでしょ。」",4
2020GB01-117,★,ギャラクシー 一反木綿,,,ユニット,マジカルユニバース,怪異,布,ピポバース,,0,2,4,1,,,,,"アドリアーノ「ジャパンの妖怪の一反木綿みたいだな。」
エド「それはいい。彼には名前がなかったんだ。そう呼ぼう。」
クリステル「本人も気に入ったみたいね。」",4
2020GB01-118,★,エブリデイクライム戦闘員 バッドマンズ,,,ユニット,マジカルユニバース,エブリデイクライム,ピポバース,,,0,3,2,1,,,■「愛社精神」 場の君の他のエブリデイクライムのユニットにダメージが与えられる時、これを破壊してもよい。そうしたらそのダメージを０にする。,,週休二日。労働時間は一日六時間。保養サービス充実。どこよりも正確な人事評価有り。ブラックな組織だが構成員にとってはホワイトだ。,4
2020GB01-119,★,エーテルフィールド,,,イベント,マジカルユニバース,魔法,,,,0,,,,,,使用タイミング：セットして、君が攻撃されている時に使える。 ■その戦闘ダメージを０にする。,,何とかしてエブリデイクライムに帰りたいリクルーターだったが、エブリデイクライムとエドは宿敵同士。出会う度に100％戦闘になって逃げ出すチャンスもありゃしない。,4
2020GB01-120,★,絶対爆発！ 宇宙ミミック,,,イベント,マジカルユニバース,怪異,,,,0,,,,,,使用タイミング：即時（セットして、いつでも使える。） ■敵ユニット１体を選び、１ダメージを与える。 ■セットされているこれが相手の効果によって破壊された時、相手に２ダメージを与える。,,宇宙ミミックは、並の宇宙船では逃げ切れない速度で獲物を追う。つまり偽装して獲物を待ち構えるライフスタイルとあっていない。,4
2020GB01-121,★,突然のワームホール,,,イベント,マジカルユニバース,アクシデンツ,,,,0,,,,CNT,,使用タイミング：セットして、敵ユニットが攻撃した時、君の攻撃ゾーンにユニットがあれば使える。 ■味方ユニット１体を選び、その敵ユニットの攻撃先をその味方ユニットのラインに変更する。 ,敵ユニット１体を選び、レストする。,"「このカードの枠のデザインが、折りたたまれた余剰空間を開放するんだ。」アドリアーノは言った。
「そう感じられるようになったんだよ。カードが“門”になるってね。」",4
2020GB01-122,★,キャプチャービーム,,,イベント,マジカルユニバース,ミリタリー,,,,0,,,,,,使用タイミング：通常（君のターンのメインフェイズに、手札からか、セットしてプレイする。あるいは、ドライブした時にプレイする。） ■君の墓地からレベル０のユニット１体を選び、手札に戻すか、特殊召喚する。（特殊召喚では【TD】や【OD】は使えない。）,,宇宙の迷子になった二人は、冒険家エドに救助された。リクルーターはエブリデイクライムの構成員である事を秘密にするしかなかった。,4
2020GB01-123,★★★★,白骨姫,,,ユニット,侵略次元,神,,,,2,4,4,2,CNT,,,相手は自分のユニット１体を選び、破壊する。,その表情は、その心を表さず、その姿も、その有様と欠片すら重ならない。,4
2020GB01-124,★★★,デスティニー・ソード,,,イベント,侵略次元,歴史,,,,3,,,,CNT,,使用タイミング：即時（セットして、いつでも使える。） ■敵ユニット１体を選び、破壊する。,これをプレイする。,異界の挑戦状を叩きつけられたあの日から……世界はもう、決して元には戻らない。,4
2020GB01-125,★,ヴァムハ,,,ユニット,侵略次元,オブジェ,,,,2,4,4,2,,,■「魂果てる場所」 これが場に出た時、敵ユニット１体を選び、これのソウルに入れる。これが場から離れる時、相手はそのユニットのコントロールを得る。,,お前は何だ。私を何処へ連れて行くんだ?!,4
2020GB01-126,★,デバウラー,,,ユニット,侵略次元,DWM,,,,1,2,2,1,,,■「集合生命体」 君の墓地に侵略次元が３枚以上なら、これはATK＋２、STK＋２される。,,ウォルナーでも、アークでも、侵略次元の者たちと意志を交わせた者はいない。心を読んだものは皆、発狂した。,4
2020GB01-127,★,先触れの蝶,,,ユニット,侵略次元,オブジェ,,,,0,3,4,1,,,,,"侵略次元の尖兵に唯一共通するもの。
それは絶対的な拒絶。数千年間、様々な世界が試みて、ただの一度もコミュニケート出来なかったという、絶望的な事実。",4
2020GB01-S,SEC,マグヴァリウスの業火,,,イベント,ウォルナー,ドラゴン,炎,,,3,,,,CNT,LEGEND,使用タイミング：通常■レベル２以下の攻撃ゾーンの敵ユニットを全て破壊する。,攻撃ゾーンの敵ユニット１体を選び、破壊する。,成したい事のみならず、成すべき事が世界の理となる。それがお前が掴むべき、王の力。,4
