収録カードナンバー,レアリティ,日本語名,フリガナ,ルビ,種類,所属軍,属性1,属性2,属性3,属性4,Lv,ATK,HP,STK,左上アイコン,左下アイコン,テキスト,CNT,フレーバーテキスト,投入最大数
2021GB02-063,★★★,唐傘,からかさ,,ユニット,東妖,怪異,,,,1,3,4,2,,,【強制待機】（これはセットゾーン以外から場に出せない。このユニットはイベントのようにセットして使用する。） ■君がユニットに攻撃された時、これをセットゾーンから守備ゾーンに通常召喚してもよい。（コストは支払う。相手ターンには召喚権は必要ない。）,,雨のヒはオ終イ。,4
2021GB02-064,★★★,清き明き心,きよきあかきこころ,,イベント,東妖,歴史,,,,3,,,,CNT,,使用タイミング：通常 ■相手の、セットゾーン全てかフィールドゾーンを選び、そこにあるカードを全て破壊する。,相手ルーラーと敵ユニットを全てレストする。,古き日本人は、悪を内面に巣食うものではなく、穢れとして付着するものだと考えた。だからこそ祓うことが可能であり、禊（みそぎ）によって清めることが出来るのだ。,4
2021GB02-065,★★,パンジャン入道,パンジャンにゅうどう,,ユニット,東妖,怪異,ミリタリー,,,1,4,3,2,CNT,,■「ヴァンゴロォオ！」 君の他のユニットをATK＋１する。,「こっちくんな」 相手のルーラーをレストする。,情報生命体故に可能な妖怪とメカとの融合は、妖怪たちのトレンドになったが……人間の妖怪ファンの間では、アリやナシやの喧々諤々である。,4
2021GB02-066,★★,烏天狗のCROW,からすてんぐのクロウ,,ユニット,東妖,怪異,ビースト,ミリタリー,,1,3,3,1,CNT OD,,【OD】敵ユニット１体を選び、そのユニットのソウルを全て墓地に置く。,これの【OD】能力を使う。,彼のアルバイトはビルの窓拭きなのだが、アーティストとしての性を抑えられないらしい。,4
2021GB02-067,★★,経凛々,きょうりんりん,,ユニット,東妖,怪異,ビースト,,,1,3,1,1,,,【待機】（【待機】を持つユニットは、セットすることが出来る。） ■「書物化」 このユニットが相手によって場から離れる時、代わりにセットしてもよい。 ■これはセットゾーンから通常召喚できる。  ■これは守備ゾーンに置けない。 ,,妖怪達は何かを察知していた。だから「待機」していたのだ。,4
2021GB02-068,★★,三仙姑,さんせんこ,,ユニット,東妖,怪異,神,,,1,3,3,1,CNT OD,,【OD】相手のエナジー１枚を選び、レストする。 ■相手は特殊召喚できない。,相手のセットカード１枚を選び、破壊する。,未門総理「感謝致します。人間たちの理に縛られず、自由に成すべきと思われたことを成して下さい。我々も可能な限り支援致します。」 中国妖怪代表への外交コメントより,4
2021GB02-069,★★,湿地の人魚 雫姫,しっちのにんぎょ しずくひめ,,ユニット,東妖,怪異,ビースト,,,0,2,2,1,CNT OD,,【OD】相手の墓地にあるカードを２枚まで選び、ゲームから除外する。,これの【OD】能力を使う。,静め、鎮め、沈め。,4
2021GB02-070,★★,ダイジン斬,ダイジンざん,,イベント,東妖,テクノロジー,,,,1,,,,CNT,,使用タイミング：通常 ■守備ゾーンか【警戒】を持つ敵ユニット１体を選び、破壊する。,これをプレイする。,剣を断つ剣、悪を阻む八重垣にして、業火を払う草薙の破魔。天を覆う叢雲が如き意志を込め、今こそ敵を討つ！ ダイ・ジン・ザン！,4
2021GB02-071,★,忌神 ヤマタノオロチ,きしん ヤマタノオロチ,,ユニット,東妖,怪異,ドラゴン,,,2,0,6,1,,,■「赤毒眼力【ターン１】」 通常：敵ユニット１体を選び、２ダメージを与える。（これが守備ゾーンにあってもこの能力はプレイできる。）,,感じるぞ……我の回天の日が近きことを。まつろわぬ者たちの復活を！,4
2021GB02-072,★,古木の精,ふるきのせい,,ユニット,東妖,怪異,,,,2,4,5,2,,,■君の他の怪異をATK＋１ 、HP＋１する。,,,4
2021GB02-073,★,神器壱號 クサナギ,じんぎいちごう クサナギ,,ユニット,東妖,神器,ミリタリー,ロボ,,2,5,1,2,OD,,【OD】君のデッキの上から４枚見て、その中から“神器弐號 ミカガミ”か“神器参號 ヤサカ”を１枚まで選び、特殊召喚する。残りのカードをデッキの下に置く。残りのカードをデッキの下に置く。,,ウォルナーの至宝「イフリートエンジン」を搭載した壱號機は、脅威的な空中格闘能力で文字通り敵に格闘戦を挑む。 ,4
2021GB02-074,★,神器参號 ヤサカ,じんぎさんごう ヤサカ,,ユニット,東妖,神器,ミリタリー,ロボ,,2,3,2,1,CNT,,■通常：「神器合体」 これと“神器壱號 クサナギ”と“神器弐號 ミカガミ”を１体ずつデッキの下に置く。そうしたらデッキから“神器合神 ダイジンキ”１枚を選び、特殊召喚してもよい。そうしたら１ドライブする。,君のデッキか墓地からレベル２以下の神器のユニットを１枚まで選んで特殊召喚する。君のメインフェイズ終了時、それを破壊する。,妖力炉の「いい加減さ」により三種の発動機は同調し、ダイジンキへの合体は可能となった。 ,4
2021GB02-075,★,紅葉の精 ゆめのわたし,もみじのせい ゆめのわたし,,ユニット,東妖,Vtuber,ゲスト,,,1,3,3,2,OD,,【OD】「紅葉扇」 これをターン終了時まで、ATK＋３する。,,過去幾度となく滅びと再生の道を歩んだ精霊。燃えるような紅から、いつしか彼女は「不死鳥」と呼ばれた。,4
2021GB02-076,★,次元破砕特殊部隊 “赤光”,じげんはさいとくしゅぶたい “しゃっこう”,,ユニット,東妖,ミリタリー,,,,1,3,3,2,,,■「断層破砕機」 これが守備ゾーンを攻撃した時、ターン終了時までATK＋３する。,,次元断層は空間の割れ目に見えるが、実際には複雑な構造物である。ならばふさぐのではなく、壊せばいいのだ。,4
2021GB02-077,★,神器弐號 ミカガミ,じんぎにごう ミカガミ,,ユニット,東妖,神器,ミリタリー,ロボ,,1,2,4,1,OD,,【OD】君の墓地からレベル２の神器１枚を選び、特殊召喚する。君のメインフェイズ終了時、それを破壊する。  【警戒】 ■場の君の神器は相手のイベントや能力に選ばれない。,,科学の力「超電導プラズマエンジン」を搭載した弐號機は、砲塔の八咫鏡により、殺獣光線を発することが出来る。,4
2021GB02-078,★,アマビエ,アマビエ,,ユニット,東妖,怪異,ビースト,,,0,1,1,0,CNT OD,,【OD】「百鬼夜行Lv１」 君のデッキの上から１枚見て、それがレベル１以下の怪異のユニットならドライブしてもよい。ドライブしないならデッキの下に置く。,これの【OD】能力を使う。,巨大刀剣がそそり立ち、巨大ロボが各所に配置され、妖怪がうろつく都市。第一次次元防衛戦から数年。東京は世界最高の観光都市として復興を遂げていた。,4
2021GB02-079,★,超踏破運送機 ダニー,ちょうとうはうんそうき ダニー,,ユニット,東妖,ミリタリー,ロボ,,,0,0,5,0,OD,,【OD】君のデッキの上から１枚見る。それがセットできるカードであればセットしてもよい。セットしないならデッキの下に置く。,,ウォルナーに派遣される直前、山田は幾つかの実験兵器を受領していた。 試作型魔力エンジンの実験機である運送機械。そして特殊強化服“月影”である。 ,4
2021GB02-080,★,梅松一反木綿,ばいしょういったんもめん,,ユニット,東妖,怪異,布,,,0,1,4,1,,,【待機】（【待機】を持つユニットは、セットすることが出来る。） ■これをセットゾーンから通常召喚することが出来る。,,「妖怪は、空間を情報で満たして擬似物質化し実体を得ます。破壊されても一時的に『書き換えられる』だけ。いずれ復活します。おばけは死なない、ですね。」 民俗学者・作家 遠野幸慈,4
2021GB02-081,★,ダイジンキプロジェクト,ダイジンキプロジェクト,,イベント,東妖,テクノロジー,,,,3,,,,,,使用タイミング：通常 ■君の墓地からレベル２以下の神器のユニットを２枚まで選び、特殊召喚する。君のメインフェイズ終了時、それを破壊する。,,人々の想いを受けた兵器は、そのスペック以上の力を示す。ならば名高い三種の神器を依代にしたスーパーロボは、日本で戦う限り最強なのでは？ 思いつきから始まったプロジェクトは、やがて東妖軍の総力を傾けた、最強の機械神を生み出すに至る。 ,4
2021GB02-082,★,新宿改札口,しんじゅくかいさつぐち,,イベント,東妖,テクノロジー,名所,,,2,,,,CNT,,使用タイミング：通常 ■２枚引く。,君のエナジー１枚を選び、アクトする。,ガイド「ここからバスで移動しまーす。」,4
2021GB02-083,★,首都防衛,しゅとぼうえい,,イベント,東妖,ミリタリー,,,,1,,,,CNT,,使用タイミング：即時 ■君の、セットゾーンとフィールドゾーンのカードは、ターン終了時まで破壊できない。,君のデッキの上から１枚見る。それがセットできるカードなら、セットする。そうでないなら、そのまま戻す。,多くの被害者を出しつつも、都民の避難は地下ハイパーチューブによって迅速に完遂された。新宿全土はこれより戦場と化す。存分に技を振るえ、東妖軍の戦士たちよ！,4
2021GB02-084,★,地獄道中,じごくどうちゅう,,イベント,東妖,まじない,,,,1,,,,,,使用タイミング：セットして、攻撃ゾーンの君のユニットが戦闘ダメージで破壊された時に使える。 ■そのユニットを攻撃したユニットを破壊する。,,共に逝こうぞ。,4
2021GB02-085,★,縁結び,えんむすび,,イベント,東妖,まじない,,,,0,,,,CNT,,使用タイミング：通常 ■君のデッキの上から３枚見て、好きな順番で戻す。,これをプレイする。,縁とは量子エンタングルのようなもの。そう考えた天才陰陽師、鬼垣コウメイの研究により、東妖軍は確率の変化術式において統計学的に有意な結果を得た。,4
2021GB02-086,★,天魔覆滅,てんまふくめつ,,イベント,東妖,まじない,魔法,,,0,,,,CNT,,使用タイミング：即時（セットしていつでも使える） ■君か味方ユニットが受ける次のダメージを0にする。,これを墓地に置く。,いかに冒涜的で旧支配者的な異形が現れようと、日本人にとっては怪獣にすぎなかった。何しろ多くの日本人は神様に大して期待していないので、冒涜と言われてもピンとこないのだ。,4
2021GB02-087,★,竜神起動,りゅうじんきどう,,イベント,東妖,まじない,,,,0,,,,,,使用タイミング：セットして、君の”竜型決戦兵器”１体が攻撃してレストした時に使える。 ■そのユニットをアクトする。,,日本人は特異な宗教観を持つ民族である。自分たちが作り出した物であっても、神が宿ると信じられるのだ。その民族性とウォルナーの魔法技術は、驚くほどに完璧にマッチングした。,4
2021GB02-088,★★★★Ⓛ,空飛ぶスパゲッティ・モンスター,そらとぶスパゲッティ・モンスター,,ユニット,マジカルユニバース,怪異,神,ピポバース,,3,0,7,0,,LEGEND,■「ラーメン【ゲーム１】」 これがいずれかの領域から君のダメージゾーンに置かれた時、これを特殊召喚する。 【待機】 ■君が攻撃された時、これをセットゾーンから守備ゾーンに通常召喚してもよい。（コストは支払う。相手ターンには召喚権は必要ない。）,,ヌードル神を、他人を否定するために使ってはならない。平和に生き、燃えるように愛せよ。ラーメン。,1
2021GB02-089,★★★★,ダルマゲドン,ダルマゲドン,,ユニット,マジカルユニバース,神,ピポバース,,,3,4,5,2,,,■「ダルマ・ザ・ビッグバン」 これが攻撃した時、１ドライブする。,,一説には宇宙意志の化身であるとも言われているが、「こんな宇宙意志やだ」というピープルの意見により研究は進んでいない。,4
2021GB02-090,★★★★,銀河剣豪グランメッサー,ぎんがけんごうグランメッサー,,ユニット,マジカルユニバース,宇宙遺産,ロボ,,,3,7,7,3,,,【強化】ロボ（これを場に出す際、君のロボのユニット１体を選び、これのソウルに入れてもよい。） ■「銀河破断剣」 即時：［これのソウルを１枚墓地に置く］相手のライフが２以下なら、相手に２ダメージを与える！ ■これは【ソウルガード】を得る事が出来ない。,,銀河を斬り裂く無敵のパワー！ 本当にそうならやりすぎである。,4
2021GB02-091,★★★★,キモカワ軍団団長 ジェニバビー,キモカワぐんだんだんちょう ジェニバビー,,ユニット,マジカルユニバース,エブリデイクライム,,,,2,3,2,1,CNT,,■「アゲアゲ」 これが場に出た時、君の墓地からレベル１以下のエブリデイクライムのユニット１枚を選び、特殊召喚する。 ,君の墓地にあるレベル１以下のエブリデイクライムのユニット１枚を選び、攻撃ゾーンに特殊召喚する。ターン終了時、それを破壊する。,六大軍団長の一人にして死の世界から気合でよみがえった魔女。率いる軍団は暗殺を主任務としつつ、社内レクリエーション係も兼任している。,4
2021GB02-092,★★★★,聖杯の女神,せいはいのめがみ,,ユニット,マジカルユニバース,宇宙遺産,,,,2,4,4,1,,,■ 君が攻撃された時、これを手札から守備ゾーンに通常召喚してもよい。（コストは支払う。相手ターンには召喚権は必要ない。） ■「女神のガチ加護」 君が受ける全てのダメージを１軽減する。,,ヴェルオクト号の秘密を探るべく機関室に向かったリクルーターの前に女神が現れた。 「仲間の信頼と聖杯。貴方にとって大事なのはどちらですか？」「えっ？ 聖杯って……ここにあるの!」「なぜそれを!」 ,4
2021GB02-093,★★★,エリート怪人 ブラックメン,エリートかいじん ブラックメン,,ユニット,マジカルユニバース,エブリデイクライム,,,,2,5,5,2,,,【強化】マジカルユニバース（これを場に出す際、君のマジカルユニバースのユニット１体を選び、これのソウルに入れてもよい。） ■これにソウルがあるなら、これのATK＋１、HP＋１、STK＋１する。,,誰にでもチャンスはある。明日の宇宙英雄は君だ！（エブリデイクライム勧誘ポスターより）,4
2021GB02-094,★★★,キモカワ軍団 なにか出てるクマ,キモカワぐんだん なにかでてるクマ,,ユニット,マジカルユニバース,エブリデイクライム,ビースト,,,1,4,1,2,,,■「見たなクマ～」 これが墓地から特殊召喚された時、相手のセットカード１枚を選び、破壊する。,,ヤツの破れ目で何かが光る……そして君は……何かを見た！ ,4
2021GB02-095,★★★,フォー・フューチャーメンズ,フォー・フューチャーメンズ,,ユニット,マジカルユニバース,フューチャーメン,,,,1,5,3,1,,,【強化】フューチャーメン（これを場に出す際、君のフューチャーメンのユニット１体を選び、これのソウルに入れてもよい。） ■これのソウルにフューチャーメンがあるなら、これは【ソウルガード】と【２回攻撃】を得る。,,「外見が違うって？ 劇場版だよ。」,4
2021GB02-096,★★★,イドのウェール,イドのウェール,,イベント,マジカルユニバース,宇宙遺産,,,,1,,,,,,使用タイミング：通常 ■君のダメージゾーンのカードを２枚まで選び、墓地に置く。その後、君は２ダメージを受ける。,,欲望を具現化する宇宙遺産「イドのウェール」を復活させたエブリデイクライムは、破壊衝動の権化「イドのタイガー」を生み出してしまった。だが、この不始末をエドたちに丸投げし、こっそり撮影して映画化するという計画は、組織に莫大な利益をもたらした。,4
2021GB02-097,★★,宇宙怪人 フラットウッズ,うちゅうかいじん フラットウッズ,,ユニット,マジカルユニバース,ビースト,ピポバース,,,2,5,2,1,OD,,【OD】「魅惑のマジカルボディ」 君のデッキの上から１枚をこれのソウルに入れる。 【ソウルガード】,,「UFOは実在する！ という本を10冊読むなら、UFOのデマを検証する本も10冊は読まないとね。」 と、宇宙人がアドバイスしてくれた。,4
2021GB02-098,★★,火星人,かせいじん,,ユニット,マジカルユニバース,ピポバース,,,,2,4,5,2,OD,,【OD】「地球侵略」 相手ユニット全てか相手のセットカード全てを選ぶ。場に君のピポバースのユニットが２体あれば、選んだ方を破壊する。（【OD】は場に出る前なので、これ以外に２体のピポバースが必要です。）,,ワレワレハカセイカラキマシター!! ,4
2021GB02-099,★★,宇宙エルフ・クロエ,うちゅうエルフ・クロエ,,ユニット,マジカルユニバース,戦士,フューチャーメン,,,1,2,4,1,OD,,【OD】これはターン終了時まで【２回攻撃】を得る。,,宇宙エルフには、どこかで聞いたような名前、見たような人が多い。 ,4
2021GB02-100,★★,カリスマ波レベル99！,カリスマはレベルきゅうじゅきゅ,,イベント,マジカルユニバース,魔法,,,,3,,,,CNT,,使用タイミング：通常 ■レベル２以下の敵ユニット１体を選び、コントロールを得る。,レベル０以下の敵ユニット１体を選び、コントロールを得る。,くらえ！ 大宇宙全てを支配する（という設定の）侵略大帝が放つ、最大出力のカリスマ波を！ ,4
2021GB02-101,★★,ショッキングピーポーマックス,ショッキングピーポーマックス,,イベント,マジカルユニバース,エブリデイクライム,,,,2,,,,CNT,,使用タイミング：通常 ■君の墓地にあるレベル２以下のエブリデイクライムのユニット１体を選び、特殊召喚する。,君の墓地にあるレベル１以下のエブリデイクライムのユニット１体を選び、攻撃ゾーンに特殊召喚する。,開発こぼれ話。このカードは英訳の際、最初は「最大限の衝撃を受けた民衆たち」と訳された。危ないところであった。  ,4
2021GB02-102,★★,7枚の切り札,ななまいのきりふだ,,イベント,マジカルユニバース,サイキック,,,,1,,,,,,使用タイミング：セットして、君のライフが３以下ならいつでも使える。 ■１ドライブする。,,地球から来た時にたまたま持っていた７枚。今の所、俺がゲートルーラー能力でリアライズ出来るのはこれだけだ。“ワープ”“マジックブラスター”“宇宙デュラハン”…… ,4
2021GB02-103,★,インサニアム・マシーン,いんさにあむ・ましーん,,ユニット,マジカルユニバース,イレイザー,ロボ,,,2,4,3,1,OD,,【OD】「ディメンション・テンペスト」 敵ユニット１体を選び、空いているゾーンへ移動させる。,,宇宙の果てしなさが、機械すらも狂気に陥れる。マジカルユニバースでは全てを、あるがままに受け入れるしか無い。ああこれは、こういうものなんだな、と。 ,4
2021GB02-104,★,宇宙ツタンカーメン,うちゅうツタンカーメン,,ユニット,マジカルユニバース,怪異,布,ピポバース,,2,5,4,3,CNT OD,,【OD】君のダメージゾーンに“宇宙スフィンクス”と“スペーススケルトン”と“ギャラクシー一反木綿”があるなら、その中から１枚を選び、特殊召喚してもよい。 ,これの【OD】能力を使う。,怒りの業火！ ツタンキャノンフレイム！,4
2021GB02-105,★,キモカワ軍団 サメ紳士,キモカワぐんだん サメしんし,,ユニット,マジカルユニバース,エブリデイクライム,サメ,ビースト,,1,4,4,2,,,,,お嬢には指１本も触れさせねぇぜェ…… ,4
2021GB02-106,★,キモカワ軍団 殺る気ユニコーン,キモカワぐんだん やるきユニコーン,,ユニット,マジカルユニバース,エブリデイクライム,ビースト,,,1,5,2,1,,,■「殺る気マックス」 これが墓地から特殊召喚された時、レベル０以下の敵ユニット１体を選び、破壊する。,,「見えざるピンクのユニコーン」が実体化し、アイデンティティが崩壊して狂気に陥った。,4
2021GB02-107,★,スペーススケルトン,スペーススケルトン,,ユニット,マジカルユニバース,怪異,ピポバース,フューチャーメン,,1,5,2,2,,,,,むしろ宇宙に適応したぜ。 ,4
2021GB02-108,★,スペースお岩さん,スペースおいわさん,,ユニット,マジカルユニバース,怪異,ピポバース,フューチャーメン,,0,0,5,1,,,【オープンカード】（通常召喚された場合、召喚権を支払う） ■「うらめしや」 これが場に出た時、君は１ダメージを受ける。 ■「成仏」 これが場から墓地に置かれた時、ライフを１回復する。,,アドリアーノ「声をかけたらついて来たんだ。」 リクルーター「それ取り憑かれたって言いませんか!」,4
2021GB02-109,★,ホラー軍団正規兵,ホラーぐんだんせいきへい,,ユニット,マジカルユニバース,エブリデイクライム,,,,0,2,3,1,,,■相手の手札が１枚以下の時、これのATKを＋３する。,,外見だけで子供をギャン泣きさせる才能と、子供に泣かれて落ち込むメンタル。二つを併せ持つのがホラーぐんだんである。 ,4
2021GB02-110,★,火星オーク,かせいオーク,,ユニット,マジカルユニバース,戦士,ビースト,ピポバース,,0,2,2,2,,,,,マスターフューチャー・エドとその仲間たちは、宇宙遺産の謎を追う中でエブリデイクライムと対立し、様々な事件を解決した。だが、最強の力を与えるという宇宙遺産「聖杯」の秘密をエドが握っていることが知られてしまい、エブリデイクライム最大のターゲットとされてしまう！ 第三弾に続く！,4
2021GB02-111,★,バスタービーム！,バスタービーム！,,イベント,マジカルユニバース,火力,,,,2,,,,,,使用タイミング：セットして、敵ユニットが守備ゾーンにある時、君のターンのメインフェイズに使える。 ■「対ショック閃光防御！ 撃て！」 守備ゾーンの敵ユニットに４ダメージ与え、相手に１ダメージを与える！,,映画「宇宙遺産イドのウェールの謎を解け！ 激突！ フォー・フューチャーメンズＶＳエブリデイクライム！」 全銀河のエブリデイクライム系映画館で絶賛公開中！,4
2021GB02-112,★,轢き逃げ彗星アタック,ひきにげすいせいアタック,,イベント,マジカルユニバース,アクシデンツ,,,,2,,,,,,使用タイミング：セットして、相手のライフが２以下になった時に使える。 ■「うわっなんかきた！」 相手に２ダメージを与える。君はこのターンの終了時、２ダメージを受ける。（あ！ こっちにも来た！）,,もうやだ、この宇宙。 ,4
2021GB02-113,★,AKU-DAMAN クロスブラスター,アクダマン クロスブラスター,,イベント,マジカルユニバース,エブリデイクライム,ビジネス,,,1,,,,,,使用タイミング：即時（セットしていつでも使える） ■敵ユニット１体を選び、３ダメージを与える。,,子供たちに人気の大ヒット玩具。エブリデイクライムの重要な資金源である。 ,4
2021GB02-114,★,ニルヴァーナ,ニルヴァーナ,,イベント,マジカルユニバース,歴史,,,,1,,,,,,使用タイミング：セットして、相手のターンにいつでも使える。 ■君のユニットを全て置きなおしてもよい。（これで場に出た時の能力は誘発しない。）,,様々な世界の優れた頭脳が、「アホ宇宙」と呼ばれるマジカルユニバースについて真面目に研究した。彼らは共通してある時点で何かを悟り、研究を終える。多くを語らぬ彼らだが、皆一様に笑みを浮かべるのだ。,4
2021GB02-115,★,チョベリバ,チョベリバ,,イベント,マジカルユニバース,エブリデイクライム,,,,0,,,,,,使用タイミング：セットして、君にダメージが与えられる時に使える。 ■ジャンケンで決着を付ける。君が勝ったらそのダメージを０にして、相手に１ダメージを与える。君が負けたら、君が受けるダメージを２にする。,,★社内レクリエーションのお知らせ（企画キモカワ軍団） ○ダイアクトー様安眠ベッドコンテスト ○ホラー軍団マジックショー ○クーデター様&ミサイルブッダ様漫才ライブ ,4
2021GB02-116,★,ガチしょんぼり沈殿丸,ガチしょんぼりちんでんまる,,イベント,マジカルユニバース,アクシデンツ,,,,-2,,,,CNT,,使用タイミング：【オープンカード】 ■これを墓地に置く。,これを墓地に置く,「ホラー軍団と仲良くしたかっただけなの……。」 涙ぐむジェニバビーに、ダイアクトーは言葉を選びつつ言った。 「彼らはその……君たちの見た目が怖いらしい。」,4
2021GB02-117,★★★★,異界神クトゥルー,いかいしんクトゥルー,,ユニット,侵略次元,破滅の使者,水,,,3,8,8,4,,,【不戦】（これは攻撃できない） ■「夢幻」 通常：［君のカードのソウルを１枚デッキの下に置く］これは、ターン終了時まで【不戦】を失う。 ■「狂気」 これが攻撃した時、レベル0以下の敵ユニットを全て破壊する。,,これはなにかのジョークか？ それともあの物語は、真に予言の書だったのか？,4
2021GB02-118,★★★,異界神ハスター,いかいしんハスター,,ユニット,侵略次元,風,破滅の使者,,,3,7,7,0,,,■「黄の印」 これが場に出た時、君のデッキから“侵略次元断層”１枚を選び、フィールドゾーンに置く。 ■「黄衣の王」 通常：［君のカードのソウルを１枚デッキの下に置く］これは、ターン終了時までSTK＋１される。,,「奴らを生み出した者が正気なはずはない。きっと奴らの世界の神は狂っているんだ。」 ,4
2021GB02-119,★★,邪神襲来,じゃしんしゅうらい,,イベント,侵略次元,破滅の使者,歴史,,,2,,,,CNT,,使用タイミング：通常 ■次に破滅の使者を通常召喚する際、そのコストで支払うエナジーは３少なくなる。（コストは０より少なくならない。）,君のカードのソウルを４枚デッキの下に置く。そうしたら君の墓地から破滅の使者のユニットを１体特殊召喚する。,「いくら似てるからってクトゥルーとは限らんだろ」「鳴き声が『クトゥルー！』って聞こえるんだ」「なら仕方ないな」「怪獣命名ルールだもんな」「南口のは？」「『ハスタァー』って言ってる」「ならハスターだな」「ゴールデン街のブクブクした奴は『ショゴース！』って言ってる」「まて、それは偽物だろ。」,4
2021GB02-120,★★,侵略次元断層,しんりゃくじげんだんそう,,フィールド,侵略次元,破滅の使者,,,,0,,,,CNT,,■君のターン開始時、君のデッキの上から１枚を裏向きで、これのソウルに入れる。 ■君のターン終了時、これにソウルがあるなら、君は１ダメージを受ける。 ■これのソウルは、破滅の使者の能力や効果でのみ、他の領域に移す事が出来る。,これをフィールドゾーンに置く。,次元断層の驚異にさらされ続け、戦争が日常となった日本では軍事技術革新が驚異的な速度で更新されていた。今、地球最新兵器の力が、異世界の邪神に立ち向かう！,4
2021GB02-121,★,嘘月,うそつき,,ユニット,侵略次元,オブジェ,,,,3,5,5,1,,,■「幻夜の悪夢」 これが通常召喚された時、君の墓地から【CNT】を持つ侵略次元のカード１枚を選び、そのカードの【CNT】の能力を使い、デッキの下に置く。（ユニットやフィールドカードを選んだ場合も、デッキの下に置かれる。）, ,その日、次元断層は新宿を中心に同時に７つも出現した。未門内閣は即座にこれを、第三次次元防衛戦に認定。都民の避難経路は全て開放され、あらゆる武装が解禁された。,4
2021GB02-122,★,ブルータイタン,ブルータイタン,,ユニット,侵略次元,DWM,,,,1,3,4,2,,,■これが場に出た時、君のデッキの上から１枚をこれのソウルに入れる。 ■これは【ソウルガード】を得る事が出来ない。,,奴らの目的はきっと、虐殺ではなく何かの……何か根本的なモノの、強奪なのだ。,4
2021GB02-123,★,ノイザー,ノイザー,,ユニット,侵略次元,DWM,破滅の使者,,,0,2,1,1,,,■「消滅光線」 通常：［君のカードのソウルを１枚デッキの下に置く］敵ユニット１体を選び、２ダメージを与える。,,DWM（デモニック・ウォーマシーン）とは、侵略次元の機械兵器群に対し「悪魔的な機械」だとATLAS軍が名付けたものが正式採用された名称である。,4
2021GB02-S01,SEC,獣人族の薬草師,じゅうじんぞくのやくそうし,,ユニット,ウォルナー,ビースト,魔術師,,,2,1,1,1,,,■「獣人族の秘薬【ゲーム１】」 通常：ライフを１回復する。,,その地にも、魔竜にまつろわぬ者たちはいた。東妖軍派遣部隊は彼らの協力により脱出経路を見つけ出すことが出来たが、それは敵本拠地を横断する事を示していた。,4
